Township,Temperature,Precipitation,SynCanLR,SynCanLAS,SynCanRF,SynCanGBR,SynCanXGB,SynCanSVR
W1-21-011,26.40284902,74.16272727,39.97665715860711,39.994358131822274,45.38877541840004,44.59879644719907,45.71407,45.20689717219008
W1-21-012,25.95837359,72.85409091,41.64740783628085,41.658049335833596,45.8005500529,44.190346953651755,45.149628,43.07656195101417
W1-21-013,25.18711953,72.10136364,44.51011363232409,44.51006182427141,39.32708935739997,41.687686142514245,41.517273,41.63726907575548
W1-21-014,24.90668582,71.42909091,45.56056727336014,45.55621867371712,46.967778209100004,43.74864789718683,46.07307,42.62344197752248
W1-21-015,24.7570786,70.69590909,46.12994503572986,46.12292018351924,46.806270984099974,43.74864789718683,45.561512,43.55100938496908
W1-21-016,24.58312635,70.31045455,46.78078225303268,46.77112446295108,49.487801699099975,44.619765001688606,45.536957,44.75289651856136
W1-21-017,24.56955816,71.45590909,46.803373929786524,46.79471593199022,48.84241921680004,43.54545117824417,45.34478,44.65010878459809
W1-21-018,24.67172941,72.58681818,46.39942507185216,46.3932408545522,43.38529223090004,43.74864789718683,42.813408,43.814814261987706
W1-21-019,24.72365168,74.78409091,46.15525552859991,46.15199192829088,44.67214793759999,42.945324792137576,43.417988,43.319359024949804
W1-21-020,24.18720056,76.945,48.08209251242991,48.0741432696051,50.21650964930004,48.69105195953035,48.717045,46.95709566942244
W1-21-023,24.67647062,76.42318182,46.28999286787007,46.287802738925116,43.332297333599996,43.617742996546916,43.650745,43.50544370450117
W1-21-024,25.21216199,74.84909091,44.35189403511366,44.35498138967997,45.61142963720003,41.687686142514245,41.92852,41.950183497447625
W1-21-025,25.54730108,72.35681818,43.17551070675017,43.18035425785413,47.52673718669999,41.83188857397994,44.08974,41.67832593037554
W1-21-026,25.60545231,70.30454545,43.01021398767717,43.01370159030084,49.2036046859,44.320159056885416,44.685383,41.275335423665894
W1-21-027,25.59864222,71.18363636,43.01426318592343,43.0185644387809,49.70173931489996,43.24584523344098,48.304398,41.45660251714803
W1-21-028,25.43689383,72.62090909,43.57640340974621,43.5800974048991,41.436837265600026,40.90492363058126,40.212193,41.59645599228861
W1-21-029,25.36591717,75.23863636,43.775452910663255,43.78091757712089,44.71925898979996,41.745231009848325,41.494877,42.17876854562449
W1-21-030,25.09363365,78.56227273,44.700077014985155,44.705446400504286,44.508562656100004,43.28799186192229,43.28128,42.64727463464754
W1-21-031,24.97738838,83.56363636,45.0089657620446,45.017967211371975,46.982976416599975,43.45104155031901,44.933926,43.44744247371185
W1-21-032,24.9554145,88.28318182,44.97690158879635,44.99045890799266,48.59331453890004,46.379108607793164,47.449406,44.19794883036219
W1-21-033,25.00484859,90.32590909,44.745613299650394,44.7619007850102,45.84294491189999,45.71963532561536,45.86215,44.65044141913061
W1-21-034,24.96723224,92.545,44.831171836385266,44.84925046038115,49.0628944644,46.32739480470482,48.442146,44.986211420035886
W1-21-035,24.93875443,93.13772727,44.92200265053694,44.940322601721455,49.81505201840001,45.786183717333074,47.794926,45.07416979838569
W1-22-001,25.48401231,76.27772727,43.31497153292024,43.32302069533895,40.42828805830002,42.39239152633429,41.55371,42.840663337654306
W1-22-002,25.86914196,74.70363636,41.932199071986346,41.94358885518309,48.37991822189998,44.190346953651755,45.515778,43.69351423383867
W1-22-003,26.35306146,73.03181818,40.18739591964317,40.20329698894224,47.84852861570003,44.59879644719907,45.78337,44.35624480820125
W1-22-004,26.24996193,70.66272727,40.62444371849905,40.63658966351887,48.129885254100046,45.09773971180523,45.909874,42.712307920415284
W1-22-005,26.35181465,69.99727273,40.264722586257534,40.277496555785206,49.426203713400085,44.05815609374048,44.841427,42.4819039199638
W1-22-006,26.36944913,69.45363636,40.21270937022235,40.22515285002703,48.35851851410007,44.05815609374048,45.396923,42.193110416949835
W1-22-007,26.46670034,68.78136364,39.87012368923311,39.883129008499175,39.696738693100045,40.42479789251529,39.922653,41.84497658268924
W1-22-008,26.57669469,69.45181818,39.4483559603836,39.46346363365665,37.302239935500005,39.94491640151103,40.94917,42.204472148518114
W1-22-009,26.52831085,71.01590909,39.58932709061414,39.60541587129559,48.39888998260008,42.37932410015343,45.922382,43.22000218643753
W1-22-010,26.69905217,72.20545455,38.93106156143827,38.95056633960789,33.33482719809996,38.95274013871087,37.790955,43.99469788744249
W1-22-011,26.49080471,72.04818182,39.702923223633185,39.719587817313844,46.25502948600005,42.37932410015343,44.3851,43.89009909412646
W1-22-012,25.97819373,71.40590909,41.60901206221155,41.61842383564294,47.33259072789999,44.190346953651755,45.732613,42.43352474031215
W1-22-013,25.38796667,71.01909091,43.795254829908615,43.796677206635216,41.99966621009999,40.90492363058126,40.840843,41.31850233594872
W1-22-014,25.13883791,70.39772727,44.729024310148034,44.72660480255151,46.73081136049996,41.91700116543251,41.708748,41.75995967682179
W1-22-015,24.99497554,69.59272727,45.27893422002521,45.27383873396288,43.58339103969998,43.6723589096761,43.905895,42.42015813956053
W1-22-016,24.88642427,68.93772727,45.69500895108473,45.68784551937002,47.719358548299994,44.887873214182534,46.2966,43.104380969271645
W1-22-017,24.70922383,69.95409091,46.32422974732745,46.31582875679103,47.7491425611,43.352220008452356,43.62738,43.982195601079525
W1-22-018,24.79641331,71.12772727,45.97451507416248,45.96843893959846,43.30982420850003,43.74864789718683,44.121696,43.251341453480414
W1-22-019,24.69234288,73.84954545,46.293131719192495,46.28850724512208,42.90965573569997,43.61264354907025,42.917824,43.55940640440469
W1-22-020,24.28072701,76.17863636,47.75550014766299,47.74796836468612,50.82359189700007,47.12852998795128,48.826828,46.23741816241908
W1-22-023,24.59234596,77.39136364,46.577071100743126,46.574791365830905,54.11387925719997,43.41454627760426,43.902424,43.946074745626646
W1-22-024,25.11265215,75.96636364,44.69214519226638,44.695097872340504,49.370957229500064,43.06267347008526,43.53953,42.17335532210767
W1-22-025,25.34396786,73.78636364,43.891216102025815,43.89490951590653,44.44095595360003,41.15616916553102,41.052296,41.77895563819107
W1-22-026,25.06046799,72.10227273,44.97722877802624,44.97554862564711,45.220569136399966,43.060407914105085,43.05557,41.95930049572955
W1-22-027,25.01359717,73.40409091,45.11890514675853,45.11795667979701,44.27363240359996,42.924403565988506,43.246616,42.11614369199229
W1-22-028,24.92458812,75.12363636,45.40599109481117,45.405660496910414,46.14254050499998,42.945324792137576,43.443943,42.44724266242707
W1-22-029,25.07230965,78.16818182,44.78817273148828,44.79286377208303,45.85516623089996,43.44790279046662,43.937443,42.562837797047536
W1-22-030,24.97012601,82.05909091,45.07181098186588,45.07917652422956,53.1025300195,43.45104155031901,47.14518,43.191602176926246
W1-22-031,24.68351883,87.36181818,46.001833715625935,46.01094870700909,54.443134441299996,44.979323084830476,47.011787,44.190440087624715
W1-22-032,24.75261043,92.22818182,45.630368193924234,45.64536106390075,53.84301242159998,46.5321488903098,52.79343,44.98324145194072
W1-22-033,24.81748471,94.15136364,45.34499597704757,45.36279507981351,46.05692027870003,44.813576703369314,43.39479,45.337721726757664
W1-22-034,24.86882334,95.38090909,45.126172319820554,45.14589240328881,48.15061835910003,42.8983534300802,43.604427,45.58278438981932
W1-22-035,24.89692167,93.95863636,45.0566226159954,45.075246028379084,53.09377498120003,51.5378138731655,53.277515,45.23552886515721
W1-23-001,25.9031166,73.36545455,41.83896001996909,41.84941493761264,52.087507090599985,44.190346953651755,46.012146,43.13505523062266
W1-23-002,26.27088458,71.91090909,40.51735860370992,40.53105335711763,46.47195173660001,45.09773971180523,46.22584,43.47677169711424
W1-23-003,26.47074809,70.59727273,39.81167280435755,39.826591891501124,43.747234012700034,42.37932410015343,44.18798,42.93006611329467
W1-23-004,26.46636066,68.88318182,39.86893630891197,39.882041643943076,39.696738693100045,40.42479789251529,39.922653,41.90220555601307
W1-23-005,26.46814783,68.65136364,39.86790048808864,39.880791150312824,39.68685792700004,40.42479789251529,39.87598,41.77233430185294
W1-23-006,26.57978152,68.61727273,39.45697189214001,39.471263686912344,36.497913992999976,39.331488542826015,38.671936,41.692905492002986
W1-23-007,26.75669614,68.59409091,38.80500203371235,38.821545935017014,37.60992907610002,39.01151834635677,38.941704,41.44044993601467
W1-23-008,26.66409985,69.08590909,39.134743573190676,39.150600512420425,38.9055876409,39.64033138127869,39.15856,41.89574360999908
W1-23-009,26.61218182,70.19090909,39.29975296593241,39.31607488115293,39.37120337800001,40.4093995221398,40.210915,42.65970602996968
W1-23-010,26.50091893,71.05090909,39.68951961826481,39.70529190511162,46.77918594110005,42.37932410015343,45.922382,43.23460500426336
W1-23-011,26.23227098,71.11409091,40.678876687366646,40.69125779630943,46.86868932199998,45.09773971180523,45.874573,42.92981650481223
W1-23-012,25.93118025,70.61818182,41.8012940788146,41.80929346980778,44.38348033930001,44.190346953651755,44.62884,41.97133950395913
W1-23-013,25.64140195,70.29136364,42.87793456727452,42.8818711206611,43.71941802830003,42.416755220505976,41.866066,41.31068278323648
W1-23-014,25.33419733,69.78818182,44.023076511412654,44.02254524016619,39.1573081048,40.75974127679655,39.090687,41.30452467888418
W1-23-015,25.21897762,69.23954545,44.461197691002674,44.45862173521675,39.9481510011,41.67516275090034,41.05329,41.59075295245939
W1-23-016,25.19224938,68.81636364,44.56992342203307,44.56656977544233,42.25112370460001,41.753650960021766,41.950928,41.71721889863088
W1-23-017,24.97981091,69.91909091,45.327045037018415,45.32208906224309,40.35817480650007,42.66398002537061,41.102272,42.44619292314289
W1-23-018,24.7201176,71.09409091,46.25672754775834,46.249635442059855,46.93474477200003,43.74864789718683,44.32471,43.716751055765755
W1-23-019,24.57681763,73.91136364,46.71774927267073,46.711702030488134,44.635196471499995,43.40944683012759,44.310234,44.27848888984048
W1-23-020,24.33532436,76.33363636,47.550410432427086,47.54373991136667,46.97611029950004,46.027928402271215,46.9036,45.79820143636187
W1-23-021,24.04324478,77.47954545,48.60024249599651,48.59098939469933,53.60341105980005,49.74958146212475,50.049595,48.16367241312953
W1-23-023,24.42513272,79.77363636,47.13671916673452,47.13473070080289,43.632795244499995,43.33732767028378,41.13823,44.97528135527622
W1-23-024,24.94342498,78.51045455,45.25534311973654,45.2587270594857,44.46978150369998,43.617742996546916,43.849987,42.68422622944666
W1-23-025,24.9406504,76.51272727,45.31345566896267,45.314755816528994,44.2730109875,43.617742996546916,43.6752,42.48549506671572
W1-23-026,24.63136048,75.03590909,46.489623788277676,46.48543109912591,43.87410574679995,42.79586446550729,43.830612,43.832073894975025
W1-23-027,24.3178618,76.43954545,47.612280414376706,47.60549383023254,49.216259150300054,46.974209375285405,47.663868,45.92733891320467
W1-23-028,23.80908509,78.14590909,49.4479380560134,49.4363558330596,49.487746354600056,51.13446150494242,51.108837,50.17060397091094
W1-23-029,23.45110215,81.07590909,50.698086940691496,50.68490341675255,53.67843195520003,53.57671350996565,53.806343,53.511101376844984
W1-23-030,23.69175623,85.04136364,49.71542840716097,49.7094061582409,56.61034460740006,52.663638856841274,55.06963,52.536432420504134
W1-23-031,23.76310679,91.00909091,49.30923499052257,49.31024881415613,53.602043256400094,52.89689083171836,53.42049,53.24565660570172
W1-23-032,23.96783964,96.47272727,48.423160572058165,48.432409529201415,52.4094350025,52.276190328965555,51.53164,52.3662870233082
W1-23-033,24.09215406,98.35318182,47.91957553554235,47.932351573327374,49.11935038169998,48.4783385038601,43.041733,51.5550540447492
W1-23-034,24.36495038,98.47272727,46.91053840351709,46.92694631952812,46.86683794260003,43.060584940780856,41.290844,49.00520630285851
W1-23-035,24.58513119,94.19363636,46.200987112333586,46.21584050129011,46.06762769740003,44.61037998442666,44.519436,46.10809529988542
W1-23-036,24.85348533,88.97454545,45.33628374158336,45.349238615179424,44.55012062510004,45.2140646039536,45.232178,44.226438629749964
W1-23-037,25.00819926,84.96909091,44.861639954277756,44.87247865490796,42.536391383899996,44.22184521053841,44.55054,43.74125648253865
W1-23-038,25.15300941,81.93363636,44.4002772301149,44.40986681135158,45.18857891299997,43.403611189956706,43.553726,43.51324641283292
W1-23-039,25.50210108,79.64409091,43.167573013434456,43.17930611958598,40.55275777000003,42.65842451561111,42.01721,44.279369353287706
W1-23-040,25.65140008,79.12681818,42.62930132182048,42.642424731177144,48.620130832,47.76893673668126,47.22796,44.867769130369666
W1-24-001,26.86355894,70.17045455,38.37307296700669,38.39260768859073,39.4613137648,40.08942932567056,39.083675,42.309096866915176
W1-24-002,26.64417226,69.31727273,39.20269875315376,39.21853653639658,39.83282618680003,39.65490186431659,39.58588,42.06575519353582
W1-24-003,26.61342772,68.29318182,39.340639854778495,39.355032219729644,37.8579338595,39.331488542826015,39.464596,41.46680257131072
W1-24-004,26.78154914,67.80227273,38.732312384936904,38.74836421769091,39.79631152600004,39.01151834635677,39.471897,40.89094283548308
W1-24-005,26.78175658,68.16909091,38.72275585706359,38.73918642575468,38.017935836300026,39.01151834635677,39.38782,41.12061241650547
W1-24-006,26.84246012,68.64318182,38.487496743182774,38.50519426199066,38.41221486160002,39.01151834635677,39.029247,41.301850909835174
W1-24-007,26.83291219,69.17,38.51008689848968,38.52820169211943,38.71621994420003,39.21864359046924,39.38214,41.67600703532612
W1-24-008,26.56806452,69.48,39.4795117408702,39.49453728594409,37.0572030239,39.94491640151103,40.231354,42.22671452401575
W1-24-009,26.64341417,70.01363636,39.188805340862615,39.2053472940576,38.413707737899976,39.94491640151103,39.63765,42.520573097370935
W1-24-010,26.45786834,70.30227273,39.866248176222086,39.88069913678966,44.30168623050004,42.64809043444521,43.387768,42.74002336446384
W1-24-011,26.20391532,70.04090909,40.809183276989614,40.82009937005546,47.33542470870004,44.123066762961955,44.779686,42.3034280441624
W1-24-012,26.04179292,69.57727273,41.418261464443056,41.426616648568604,45.46701008930005,43.40938297037314,44.353638,41.79821328226953
W1-24-013,25.81251363,69.28409091,42.2709534530301,42.27605855807715,41.86477692680004,41.62448741302363,41.03493,41.30798960848058
W1-24-014,25.54362341,69.01090909,43.26926562151362,43.27063158709902,40.55862701500005,41.16111081043956,40.611332,41.08415976758935
W1-24-015,25.39897252,68.94636364,43.80433764306024,43.80377661133092,39.742940591899995,40.28937037761663,38.207943,41.2060436334478
W1-24-016,25.28057832,69.22,44.23446034919523,44.232656801574976,40.217469629900016,41.93514146379232,41.151085,41.42656567301715
W1-24-017,25.14212936,70.64681818,44.71091436370029,44.708792569774694,41.18950481919995,41.687686142514245,41.654583,41.7379328891529
W1-24-018,24.94594678,71.67909091,45.409766906641536,45.40617967324223,46.529100351100006,43.74864789718683,43.72945,42.417835448225865
W1-24-019,24.70715524,74.28454545,46.2280728437792,46.22408488790515,41.98965491650004,43.61264354907025,43.805016,43.440568258253585
W1-24-020,24.57656427,76.65,46.65304773681517,46.64980492551158,46.35492987530003,43.41454627760426,43.26646,44.07133509132624
W1-24-021,24.4895542,78.55,46.928435823394466,46.92602160116989,40.61058013130002,43.48573185926749,42.938164,44.55468264472233
W1-24-023,24.33891764,82.48545455,47.38971845481315,47.38940109282139,43.296415868100006,45.016791955788364,44.667492,45.66764904248692
W1-24-024,24.72952952,81.57909091,45.97072233073242,45.974500678054945,43.565705367400014,43.57895650045942,44.14098,43.41753828786341
W1-24-025,24.70491592,79.77681818,46.10470073045916,46.10631472598387,45.867971743800005,43.6584575939867,43.948326,43.39825213528352
W1-24-026,24.26894568,78.20727273,47.75033429920289,47.744730746080485,44.334865382200086,47.12852998795128,47.008118,46.23310100932991
W1-24-027,23.70651219,79.34909091,49.79742793664205,49.78575971050333,51.026891097400046,51.22080682144713,51.8689,51.18630470786058
W1-24-036,24.74588851,84.40045455,45.84276570916232,45.8496470059118,43.316789743900024,43.79370301497137,43.75318,43.645077065153785
W1-24-037,25.22205831,80.60409091,44.17746456836197,44.186579342014156,44.113095541399986,43.403611189956706,43.271824,43.39211350054219
W1-24-038,25.27877681,78.14318182,44.027245935145714,44.034567389339266,43.69371411299996,43.660451142996294,44.303864,42.8503396862129
W1-24-039,25.392984,77.055,43.63208839431073,43.63976341772357,43.15356080599998,42.61770991817133,42.350777,42.82583399470761
W1-24-040,25.49725369,77.83045455,43.22891879161023,43.23873017315614,40.19784712600002,42.61770991817133,42.082882,43.5100953989641
W1-24-041,25.58273685,82.76727273,42.795306674824516,42.81127903102221,52.29976056409999,48.88453969465914,49.96554,45.99143184098223
W1-24-042,25.47316245,88.72681818,43.056626391110896,43.077298968873066,44.65384213110003,44.960757214481916,46.174877,46.73443028752114
W1-25-001,26.81352891,66.825,38.63778134665331,38.65324266064158,40.328183089400035,39.01151834635677,39.44279,40.22964130508992
W1-25-002,26.78040259,66.67136364,38.76364541385803,38.77852307252671,39.34664968890003,39.01151834635677,39.483192,40.22175344418372
W1-25-003,26.78582804,66.53590909,38.746880777186966,38.76168936017797,39.13463731010003,39.01151834635677,39.483192,40.132233363084325
W1-25-004,27.12194467,66.88045455,37.498902813734524,37.518388516192516,38.91486869019995,37.67100877553359,37.79184,39.41950832712098
W1-25-005,27.17328318,67.78727273,37.28781430012854,37.30889011701449,37.42966170479996,37.67100877553359,38.075165,39.866647126596206
W1-25-006,27.05016569,68.83909091,37.71670778310052,37.737278125955015,38.3362520983,37.67100877553359,37.78081,40.921511811450976
W1-25-007,26.92775073,69.72909091,38.14688832441589,38.166796332384884,38.77838431169998,39.62494620504179,38.76594,41.856861302754275
W1-25-008,26.66891473,69.805,39.099750323617734,39.11640642518745,37.80484594229998,40.04663399585124,39.343178,42.35859405401402
W1-25-009,26.55923808,69.74545455,39.505704797033104,39.52088894452551,35.834271313899976,39.94491640151103,40.231354,42.39709279950662
W1-25-010,26.44894508,69.50363636,39.91830106569562,39.93181846154735,44.25283478290005,42.29521697937611,43.002678,42.2572328039011
W1-25-011,26.27496083,69.01045455,40.57183817557849,40.582611778326175,40.76235329970003,42.53188017117711,41.739037,41.88713575324792
W1-25-012,26.22263213,68.53636364,40.7762078342127,40.78582222283048,41.618251991800015,41.74871801883577,41.57482,41.62093772838311
W1-25-013,26.01108969,68.24636364,41.563403612723945,41.56999935548151,40.701041345600046,41.62448741302363,41.919476,41.28774473386868
W1-25-014,25.61877024,68.09772727,43.01398272290363,43.01537918826546,40.223273580900006,41.84558115380716,41.922146,41.007303158466364
W1-25-015,25.45578305,68.44409091,43.60683756001576,43.60649241544785,42.2252904769,40.28937037761663,40.989227,41.134407254511316
W1-25-016,25.3734691,69.07818182,43.89524428571811,43.894490313697496,40.91970786890001,40.28937037761663,39.842113,41.24394608978814
W1-25-017,25.22734814,70.62818182,44.39704316678821,44.39599854178933,43.12694363540001,41.687686142514245,41.660316,41.512829880225645
W1-25-018,25.03910213,71.64045455,45.06710208719833,45.06467361640699,41.7564270217,43.060407914105085,43.802277,42.042923835412324
W1-25-019,24.94764275,73.88818182,45.35056697894881,45.349266355323465,46.11014519200005,43.61264354907025,42.64679,42.340850202899944
W1-25-020,24.80199119,76.29954545,45.82999051615512,45.82928836065484,45.0339629046,43.617742996546916,43.519466,42.91854432534775
W1-25-021,24.60200462,78.56590909,46.51329649624936,46.51234517392045,44.30883178730002,43.46828266991663,42.916042,43.867552615043266
W1-25-022,23.99735111,80.75727273,48.690958800264006,48.684475685670684,48.23452197950006,48.818208952492,48.728676,48.72306063128674
W1-25-023,24.17873604,82.07,47.99048350814356,47.98767960083494,48.44986098460006,47.36990638076958,47.823025,47.05512961684003
W1-25-024,24.55080498,81.08954545,46.64165620260296,46.642633504612654,39.81513119419999,43.2578265767565,42.13342,44.172842178473026
W1-25-025,24.60294178,79.36636364,46.49065567180851,46.49053704307964,42.14276380089999,43.39106406259615,42.429493,43.861593700635765
W1-25-026,24.19997615,77.93818182,48.0111682206701,48.00440155072373,43.3568689997,48.69105195953035,48.843216,46.81893562744408
W1-25-035,24.0332667,86.76045455,48.414612710300624,48.41474617267831,51.992078737900066,49.55261186706192,49.984104,49.10754823889597
W1-25-036,25.02348617,79.67409091,44.93215983893176,44.93776668244337,42.30715974349998,43.4886173879064,43.270786,42.81831702381218
W1-25-037,25.33910611,78.54045455,43.79520823116207,43.80371306603284,41.78423788549997,42.86895545312109,42.589767,43.156355522927655
W1-25-038,25.40448748,79.17636364,43.53881733480813,43.54881519491465,40.098526231999934,42.65842451561111,41.78515,43.63160228638897
W1-25-039,25.40402431,80.19363636,43.51614502503558,43.52717984972303,43.70761213709999,43.19940223303723,43.359615,43.999998999137794
W1-25-040,25.41907769,83.93272727,43.371009092634736,43.3860709385208,45.484329440100055,45.82965981615322,45.228706,45.32361978733818
W1-25-041,25.42449795,91.09545455,43.17935041436561,43.201825320863286,48.13411558730001,47.64131901286319,50.610966,46.69343234096644
W1-25-042,25.42185084,98.82727273,43.003807911022164,43.03417553785127,46.771487516000036,42.50155048832731,44.091393,47.07845404805233
W1-25-043,25.3468915,105.5195455,43.11989365824789,43.1561580060217,48.20614922640003,42.75279602327707,44.28341,47.33534073805309
W1-25-044,25.25368549,103.0704545,43.522367894292444,43.554922373178655,49.95406477620002,42.357476441398504,44.76637,47.084509430032206
W1-25-056,24.63471345,104.3022727,45.77583926150714,45.801694011003654,44.34986335910002,42.8983534300802,41.848846,48.80587149898083
W1-26-001,27.18991756,65.44090909,37.28269520310391,37.3015794822984,39.40785472249995,37.67100877553359,37.84785,38.371454010132055
W1-26-002,27.03442733,66.00818182,37.84260406829214,37.860069659520214,38.33873185169997,37.67100877553359,37.560284,39.140845678981755
W1-26-003,27.10147489,66.71590909,37.57834641404884,37.59740009383921,38.00891582489996,37.67100877553359,38.043808,39.37413149875695
W1-26-004,27.22614558,67.65545455,37.095997790738494,37.11761850051552,36.98878920369995,37.67100877553359,37.319355,39.63724025874676
W1-26-005,27.18397949,68.48636364,37.231607531650994,37.25353766673533,37.87111531049996,37.67100877553359,38.082214,40.311482992369804
W1-26-006,27.09922493,69.34318182,37.5236780814313,37.545396335723865,38.78299762069999,37.99442209702417,38.348843,41.142648055233714
W1-26-007,27.04238309,69.95772727,37.718602842854075,37.740219910845,39.5491122998,38.28443663421861,38.175854,41.734206619306235
W1-26-008,26.64230207,69.89681818,39.19570691392283,39.21211479708033,38.10676337129998,39.94491640151103,39.63765,42.44430648827393
W1-26-009,26.45996169,69.61818182,39.874922527749526,39.888699077648184,44.000433876700036,42.20805768042915,42.79615,42.32697963558207
W1-26-010,26.33339709,69.24272727,40.35073719381982,40.362500664285555,42.914770615000016,42.27326053639097,41.97846,42.054068484782604
W1-26-011,26.0874525,68.70818182,41.27068155351893,41.278733108883756,40.30465679610005,41.62448741302363,41.13303,41.537188225106476
W1-26-012,26.1359067,68.03818182,41.10802251981897,41.11601050801819,41.06873279150006,41.82209465743078,41.263054,41.34597939270166
W1-26-013,26.09280271,67.58954545,41.27775803281024,41.284731572169434,39.892942128600055,41.62448741302363,41.02399,41.16355646602784
W1-26-014,25.87375989,67.32590909,42.091986091201946,42.095871526371404,40.98076403830005,41.62448741302363,41.281162,40.968362820107664
W1-26-015,25.72487102,67.50954545,42.63674123016092,42.63889958923773,39.66445479120001,41.62448741302363,41.20127,40.95561421898829
W1-26-016,25.52945447,68.01363636,43.34542714026301,43.34558841451438,39.833903654099984,40.28937037761663,39.528015,41.05731846280692
W1-26-017,25.24358793,69.45045455,44.365371127939355,44.36332799229383,40.90645127330003,41.604224278561794,41.960373,41.50709634397731
W1-26-018,25.10228307,70.44136364,44.86280603354224,44.85996101220381,41.70824464040003,41.91700116543251,41.89886,41.88031508133448
W1-26-019,24.92788634,72.72136364,45.451400560264766,45.44864954624477,43.868338533000006,43.74864789718683,43.323635,42.43631535417315
W1-26-020,24.65590414,75.15954545,46.3961346924311,46.39238449272478,49.793203530199946,42.945324792137576,44.234016,43.67764863848977
W1-26-021,24.38769487,77.31863636,47.33364176894123,47.32865479135734,44.73313133530002,43.48573185926749,44.431156,45.3352584857835
W1-26-022,23.9758739,79.38272727,48.80311785083583,48.794949244002254,49.627911850000075,49.36540456571715,49.621223,48.83107516644248
W1-26-023,24.1087651,80.54590909,48.285089176492754,48.27982262557027,48.04801234910007,47.36990638076958,47.452774,47.64630832707615
W1-26-024,24.33542987,79.215,47.480964554553324,47.477249407064065,44.29418069549998,45.34868207744075,44.182224,45.66525598776022
W1-26-025,24.41410905,77.03954545,47.242905550531425,47.237972243315035,40.567754627899994,43.48573185926749,42.529385,45.15445232730029
W1-26-026,24.35278599,75.33954545,47.50983064959457,47.50236560262531,41.10169894529995,44.66347328631563,45.236717,45.740296614923956
W1-26-027,23.78199647,76.065,49.59772321779926,49.58365914170294,53.33871076919999,51.13446150494242,52.29591,50.12040956994299
W1-26-028,23.5615402,77.44863636,50.377684936577715,50.36220338147882,54.574518300900046,52.17438787701275,52.251617,51.78522424516881
W1-26-034,23.65386428,89.34318182,49.75208740013038,49.7499879870053,45.35345683210003,51.65808539350084,49.485275,54.033616860795206
W1-26-035,24.77132592,80.94227273,45.83182442635296,45.8354875774334,42.79592033430001,43.57895650045942,43.702694,43.250555618567475
W1-26-036,25.34506583,75.26318182,43.851771961544245,43.85699355563782,41.373196957999966,41.745231009848325,41.092587,42.1501617573385
W1-26-037,25.30742107,77.29,43.94204342356924,43.948858670002856,42.96676956619997,43.660451142996294,43.9262,42.666025429943815
W1-26-038,25.32639952,82.22,43.753888269374826,43.766001967532205,41.2263594686,43.663589902848685,44.072308,44.29300077564245
W1-26-039,24.88328648,86.26363636,45.29133775292305,45.301896732030116,46.84013238449996,44.979323084830476,45.379654,43.78825223917148
W1-26-040,24.35988281,93.71,47.043376201991364,47.05483610969218,52.30724760500006,47.247719273065016,51.263504,47.51163682460426
W1-26-041,23.9863283,102.6440909,48.20706057733202,48.22287434962144,55.23881254860001,55.758213511107186,52.200737,53.46598935745425
W1-26-042,24.08272933,110.9709091,47.651932342258895,47.67752301708764,49.001660545199975,48.4783385038601,42.581676,52.591548404523046
W1-26-043,24.75624788,117.0872727,45.02116209406705,45.06168766166767,44.97255857050001,42.8983534300802,40.88333,48.87129838970209
W1-26-044,25.22360102,110.295,43.46018199331802,43.4997561682447,49.88685653420002,42.357476441398504,44.786694,47.73573386040583
W1-26-054,24.5572038,100.2336364,46.159234737232374,46.17992115805391,42.11808821310005,42.5593382828881,39.933037,48.160224794202996
W1-26-055,24.50622867,100.9172727,46.33086506062272,46.351596598885486,41.699119947700055,42.5593382828881,39.61149,48.69778567803065
W1-26-056,24.52321643,102.6513636,46.22664762384648,46.249375512226926,41.71083060320006,42.5593382828881,39.234684,49.070465616054435
W1-27-001,27.71858074,66.20409091,35.314502224497645,35.34096978113458,33.827983950399926,37.6622510015759,35.845642,38.02702496966666
W1-27-002,27.56640109,66.88454545,35.859487874670705,35.884695367102445,36.062042730499925,37.6622510015759,36.59506,38.48059559745894
W1-27-003,27.24499345,67.68636364,37.02573920431363,37.04763406614539,38.12863523179996,37.67100877553359,38.374363,39.60841987455355
W1-27-004,27.05649629,68.62818182,37.69841301886185,37.7188485730082,37.957143353899994,37.67100877553359,37.78081,40.75833348767195
W1-27-005,27.03344188,69.26863636,37.768096497533946,37.788892077508144,38.64502195120001,37.87813401964606,38.302574,41.26694552412975
W1-27-006,26.8024884,69.69818182,38.609642134601835,38.627907048916256,38.00438997649997,39.62494620504179,39.17283,42.09561030930401
W1-27-007,26.66116363,69.95454545,39.124755091077425,39.141464796792654,37.88150103199997,39.452097942758165,39.155334,42.46560227382194
W1-27-008,26.39868442,69.86272727,40.09507443924121,40.10831341495678,45.09781089820003,44.05815609374048,44.70339,42.443525163426436
W1-27-009,26.26836653,69.58090909,40.582488450771926,40.593762061195356,47.62519554900005,44.316775728526615,45.1564,42.16455946863866
W1-27-010,26.14968032,69.18318182,41.02977855285859,41.03911759906275,40.10776216370004,40.96923936097405,40.443275,41.81530481031027
W1-27-011,26.03901677,68.51409091,41.45398185296493,41.46121133442337,41.07254275420005,41.62448741302363,41.33572,41.40576662565151
